,text,review_cleaned_lemmatized,rating
15896,"So I bought my little guys these tablets... so that I could repossess my IPad. Love the free time app but who could've imagined they wouldn't play NETFLIX!! So now... I'm out the money for the tablet and still don't have my iPad back... and yes, I called Amazon numerous times... they work after the fix, but the next time they go to use them they don't work again... the fix takes several minutes as it's force stopping the app, clearing cache then doing a hard restart... then you have to wait to restart Netflix.... oh and sometimes you have to do it numerous times before it works... if it works at all",bought little guy tablet could repossess ipad love free time app couldve imagine wouldnt play netflix im money tablet still dont ipad back yes call amazon numerous time work fix next time go use dont work fix take several minute force stop app clearing cache hard restart wait restart netflix oh sometimes numerous time work work,2.0
2732,I'm planning on returning this tablet just as soon as I can!`,im planning return tablet soon,2.0
7425,"Just bought my Kindle Fire and although the ""Amazon"" and ""Fire"" come up otherwise the product is dead!!!!!!! I have tried the help section but no help. Taking it back to the store. If it would work I would love it.",bought kindle fire although amazon fire come otherwise product dead try help section help take back store would work would love,2.0
27440,"I can say it does recognize every accent, but there were too many questions unanswered.",say recognize every accent many question unanswered,2.0
6086,The constant bombardment of ads when I turn on my tablet is not an experience that I enjoy. I would recommend you buy ANY other than one that runs the Fire OS. For the same price you can get a cheap android tablet and do a lot more with it.,constant bombardment ad turn tablet experience enjoy would recommend buy one run fire o price get cheap android tablet lot,2.0
29323,Just really thought it would have been more useful without having to have to make additional purchases for music I like.,really thought would useful without make additional purchase music like,2.0
27973,"Alexa is tall, slim and attractive but too jealous to use Google and that makes her rather dumb. And she is just a shill for Amazon prime. Dropping the personification, music volume changes annoyingly with different songs and over time. The database Amazon Echo draws from is very limited: Alexa can tell you what the weather is but not what the most common woman's shoe size is; what Serena Williams' age is but not how many guns Ruger sold last year. Stand by for more tech-savvy companies to take the Echo concept to maturity.",alexa tall slim attractive jealous use google make rather dumb shill amazon prime drop personification music volume change annoyingly different song time database amazon echo draw limited alexa tell weather common woman shoe size serena williams age many gun ruger sell last year stand techsavvy company take echo concept maturity,2.0
27804,We returned this item after 2 weeks. It took a lot of repeated request to get it to listen to us and it just wasn't as easy to use as I thought it would be.,return item 2 week take lot repeat request get listen u wasnt easy use thought would,2.0
29293,Not too satisfied with the sound and it loses Bluetooth connection no matter what phone I use (either Iphone or Android).,satisfied sound loses bluetooth connection matter phone use either iphone android,2.0
29444,"This is fun but would not buy again. Not very informative. Keeps say ""I do not understand your question. """,fun would buy informative keep say understand question,2.0
7894,I didn't realize that you can't even put Youtube or similar apps on here. Ugh. Had to return product and get a different one.,didnt realize cant even put youtube similar apps ugh return product get different one,2.0
16696,Prob good for price but to many bugs. Freezes up often and games don't always load,prob good price many bug freeze often game dont always load,2.0
21686,"This tablet conked out on me the first day I powered it on. The Amazon symbol came up and never went past that screen. I was highly annoyed because I purchased it as a first to send it out of the country. My biggest mistake was trusting that everything would work fine, instead I should've powered on the device to ensure everything was fine.",tablet conked first day power amazon symbol come never go past screen highly annoyed purchase first send country big mistake trust everything would work fine instead shouldve power device ensure everything fine,2.0
7474,"I know I can pay to get rid of the ads but it's just a bad idea, tablet works fine otherwise. And if your okay with Amazon apps.",know pay get rid ad bad idea tablet work fine otherwise okay amazon apps,2.0
11941,I loved the kindle. But it took one small fall about 3 feet and half of the lcd screen broke. It's ruined I knew to be careful but on the first fall on wood floor???,love kindle take one small fall 3 foot half lcd screen broke ruin knew careful first fall wood floor,2.0
13203,I purchased this as a after thought. The tablet has 8gb but from the moment you start to use it almost five is already used by Amazon I was totally disappointed. I love how the screen savers changed though it was so clear and unique but the memory took the cake for me!,purchase thought tablet 8gb moment start use almost five already use amazon totally disappointed love screen saver change though clear unique memory take cake,2.0
9475,The Kindle I purchased is a good and expensive tablet useful for reading and internet. It does have a lot of apps already loaded that I do not plan to use and do not know how to delete. I mainly use the Kindle Fire for Facebook and occasionally get on the internet.,kindle purchase good expensive tablet useful reading internet lot apps already load plan use know delete mainly use kindle fire facebook occasionally get internet,2.0
23243,My wife bought one at Best Buy. I had to go back and get her $40 dollars when the price went from $179 to $139. I decided I would get her one -- but they were out of stock. I ordered one thru Amazon --- but it still hasnt gotten here.,wife bought one best buy go back get 40 dollar price go 179 139 decide would get one stock order one thru amazon still hasnt gotten,2.0
3573,"The screen is too dark, and cannot adjust the brightness",screen dark can not adjust brightness,2.0
14390,"First, bought it 15 days before it went on sale everywhere. Next, store doesn't tell you about all the ads offers that come with it and you must pay $15 to disable them. Performance is slow; keypad is slow, am typing faster than it can register resulting in lots of typos. Watching movies is decent, but sound could be better. It drops WiFi more than I'm used to. Have several apps that cannot be installed on it and a few that consistently crash. Good battery kifre, but Quite slow to recharge. Sometimes the ""keys"" stick and can't get out of something even with home key, must restart. Thought this would be cheap temporary solution but this is better served by my 5 year old grandson.I got $50 worth of tablet.Compared to the look and feel of my old iPad, its like I'm still using a VCR and everyone else is on blue ray.",first bought 15 day go sale everywhere next store doesnt tell ad offer come must pay 15 disable performance slow keypad slow type faster register result lot typo watch movie decent sound could well drop wifi im use several apps can not instal consistently crash good battery kifre quite slow recharge sometimes key stick cant get something even home key must restart thought would cheap temporary solution well serve 5 year old grandsoni get 50 worth tabletcompared look feel old ipad like im still use vcr everyone else blue ray,2.0
16329,Touch response is not so good. so my kid refused to play games on this.Returned this product. Thanks to Bestbuy for the full refund,touch response good kid refuse play game thisreturned product thanks bestbuy full refund,2.0
30407,i love the service when it works. several times it had to be reset and now it's finally dead. i've had it less than a yr now...,love service work several time reset finally dead ive less yr,2.0
28675,"I dont own this, first off. But 1 amp wont charge anything very quickly, and I only write this review because they advertised it on my Fire. The price is 19.99 as of this advert, and thats way out of line for a 1 amp charger.",dont first 1 amp wont charge anything quickly write review advertised fire price 1999 advert thats way line 1 amp charger,2.0
4961,I have one issue with this tablet. What headphones work with this tablet? I used a pair the first time to watch a movie and they worked fine. When trying to view a movie again none of the headphones are working on this tablet. I have tried multiple headsets with no success. Please Help!,one issue tablet headphone work tablet use pair first time watch movie work fine try view movie none headphone work tablet try multiple headset success please help,2.0
9131,Gave tablet as a Christmas gift - she uses it all of the time and loves it. She was thrilled to get it I bought the extended warranty so that the tablet would be covererd in case something happened to it. Her mother had seen it advertised and I bought it on thanksgiving day,give tablet christmas gift us time love thrill get bought extend warranty tablet would covererd case something happen mother see advertised bought thanksgiving day,2.0
1038,I really liked the build quality but the very lackluster performance and minuscule battery life didn't make it a keeper for me.,really like build quality lackluster performance minuscule battery life didnt make keeper,2.0
24145,Not very functional and never had all the answers I needed. And I wanted a device I could make phone calls to anyone with in which the Google home does. We purchased the Google home and we are so glad we did.,functional never answer need want device could make phone call anyone google home purchase google home glad,2.0
34650,"Although the description states that this will work on my Kindle Fire HDX 8.9, when I plug the charger to the Kindle, I receive a message that the charger is not of sufficient wattage to properly charge the Kindle. I bought this charger as a back up for when I travel. The original charger which came with the Kindle does not show this warning when I plug it in.",although description state work kindle fire hdx 89 plug charger kindle receive message charger sufficient wattage properly charge kindle bought charger back travel original charger come kindle show warn plug,2.0
34611,Does not load up CNN or Travel channel.I even have DirectNOW for $50 a month and 200 MB internet speed. And the new google wifi router.I give up and will just go back to regular cable and pay the extra - for less hassle. Cable/Satellite WINS.,load cnn travel channeli even directnow 50 month 200 mb internet speed new google wifi routeri give go back regular cable pay extra less hassle cablesatellite win,2.0
19734,"I am on my 3rd Kindle. This software downloads new purchases with a picture of the cover of the book on my homepage. Only about a fifth of the available space. So this would only allow you to buy at most four books at a time before the covers would be too small. The new books should be downloaded to my Library in List Form as in the original Kindle. In addition, once you have looked at a book in the homepage, it disappears and you have to search for it or place it in a category. Finally, this system disallows you from manipulating books the way you want. This OS is definitely NOT USER FRIENDLY. It requires a great deal of effort of the user. A lot of wasted data space and waste of time. I am requesting a return to the original Kindle OS.",3rd kindle software downloads new purchase picture cover book homepage fifth available space would allow buy four book time cover would small new book download library list form original kindle addition look book homepage disappears search place category finally system disallows manipulate book way want o definitely user friendly require great deal effort user lot waste data space waste time request return original kindle o,2.0
26327,I thought this product would be a lot better than it is. It is not as smart as they say it is. It has a long way to go.,thought product would lot well smart say long way go,2.0
14019,"Ok for a beginner or young person, or someone just learning the technology.",ok beginner young person someone learn technology,2.0
29176,I habe the echo and I bought this one fort my son's room but it's not as user friendly. I wish I would've just bought the other one.,habe echo bought one fort son room user friendly wish wouldve bought one,2.0
31606,The Video quality on this is lacking compared to other streaming devices. In the plus side you can use kodi. I would get a roku if you don't plan on using kodI or a nividi shield if you plan on using kodi.,video quality lack compare stream device plus side use kodi would get roku dont plan use kodi nividi shield plan use kodi,2.0
7396,"The Kindle line is great for easily syncing into existing Amazon accounts & it's a great tablet for basic functions, like internet use, video streaming, music streaming, apps, etc.etc.etc. However, the tablet cannot currently stream downloaded movies from Ultraviolet, which is a pain for most users that primarily bought this device for that purpose. I would currently not recommend the purchase of this device until you find out that Amazon has fixed the issue, if one of your criteria(s) for the perfect tablet is to be able to watch downloaded movies!",kindle line great easily sync exist amazon account great tablet basic function like internet use video stream music stream apps etcetcetc however tablet can not currently stream download movie ultraviolet pain user primarily bought device purpose would currently recommend purchase device find amazon fix issue one criterias perfect tablet able watch download movie,2.0
9742,I purchased 3 kindles for my grandchildren for Christmas last year. I have been very disappointed with their quality. The chargers were very difficult to plug in right from the beginning and now one of the kindles won't even charge at all. The others have to be positioned just right or they won't charge either. I definitely would not recommend this particular model kindle to anyone.,purchase 3 kindles grandchild christmas last year disappointed quality charger difficult plug right begin one kindles wont even charge others position right wont charge either definitely would recommend particular model kindle anyone,2.0
9462,"I will not recommend this one, do slow and I ended up returning this product",recommend one slow end return product,2.0
26178,"Many of our questions to her she miss interpreted or replied as not understanding what we were looking for. Distance for her to hear us was minimal. I returned this one and purchased the ""Google"" and this one is much better and more knowledgeable with answers. Both devices recommend using the phone app and also making other purchases for more usage of items that may be available. I didn't expect additional charges and so I'm not to thrilled with either one but I did keep the Google device in hopes of better to come in the future.",many question miss interpret reply understand look distance hear u minimal return one purchase google one much well knowledgeable answer device recommend use phone app also make purchase usage item may available didnt expect additional charge im thrill either one keep google device hope well come future,2.0
1575,"I bought this tablet as a replacement for my wife's Fire TV HDX 8.9 as her battery life is starting to decrease as it is getting older. Unfortunately, she was not happy with it as the tablet is slightly smaller screen wise (the next step is 10"" which is way too big, and has 4 less hours of battery life) and I was disappointed despite it being a newer tablet it was not able to decode HEVC, like the Fire TV 2015 boxes we have connected to our televisions. This unfortunately is a show stopper, as we can't view the movie library we have on this tablet. We will wait until a newer version comes out that is improved.",bought tablet replacement wife fire tv hdx 89 battery life start decrease get old unfortunately happy tablet slightly small screen wise next step 10 way big 4 less hour battery life disappointed despite newer tablet able decode hevc like fire tv 2015 box connect television unfortunately show stopper cant view movie library tablet wait newer version come improve,2.0
16667,"Downloaded movies for my son to watch and the audio is terrible, you could barely hear it so I returned it",download movie son watch audio terrible could barely hear return,2.0
9307,"There is not enough battery life to read comfortably. 7 hours, maybe.",enough battery life read comfortably 7 hour maybe,2.0
10036,"I use this to read things and purchase items on Amazon. It doesn't play all of my favorite games from the App Store, nor does it sync to my android projector, so I don't really get full use of the larger screen. I think for my uses, I should've just purchased the e-ink version or maybe a full-android version.",use read thing purchase item amazon doesnt play favorite game app store sync android projector dont really get full use large screen think us shouldve purchase eink version maybe fullandroid version,2.0
8800,"The one purchased at Best Buy had black and gray lines appearing across the screen when powering up. It got worse, to occurring while using it. Amazon was contacted via Chat and determined something was wrong, and exchanged it. The replacement from Amazon is working, so for this I will mark, ""Yes"" to recommend it.",one purchase best buy black gray line appear across screen power get bad occur use amazon contact via chat determine something wrong exchange replacement amazon work mark yes recommend,2.0
4296,"Overall the tablet is okay, I just paid 50$ so can't complain anything about specs but the fact that you can't use google services sucks. No google, no youtube, gmail!",overall tablet okay paid 50 cant complain anything spec fact cant use google service suck google youtube gmail,2.0
8824,T-r-a-s-h.............................................. ....,trash,2.0
891,Will not seem to charge all the way and this is my 7th Kindlle.,seem charge way 7th kindlle,2.0
32837,"I had the original fire stick and I don't truly see that great of a difference between the new and older version. I was hoping that whe. The new version came out I could really understand and justify why I was paying more for a new one, when my old one worked just fine. Unfortunately, I can't. For me, it's not worth the money and I returned the item and stuck with my other one.",original fire stick dont truly see great difference new old version hop whe new version come could really understand justify pay new one old one work fine unfortunately cant worth money return item stuck one,2.0
1739,Tablet had trouble from the begging it kept restarting and rebooting I had to return it.,tablet trouble beg kept restart reboot return,2.0
13928,Every time it was turned on and Every time I went to the Internet I had advertisement. If I'm going to pay money for something I certainly don't want advertisement along with it. If it were free okay fine advertise to me.The advertisement could not be shut off. I returned it.,every time turn every time go internet advertisement im go pay money something certainly dont want advertisement along free okay fine advertise methe advertisement could shut return,2.0
117,Didn't have some of the features I was looking for. Returned it the next day. May be good for others,didnt feature look return next day may good others,2.0
8412,"Amazon replaced it as it had gray stripes and no picture on the screen. That one works so overall the Fire was a good purchase. Recommend a memory card, it does not hold much.",amazon replace gray stripe picture screen one work overall fire good purchase recommend memory card hold much,2.0
14200,"The resolution on the games is not good. I didn't even try to watch Netflix because i knew it wouldn't show clearly. Also, it is slow using the internet. I assumed it would look and work like Android but i wrong. Everything is Amazon which i am unfamiliar with. Honestly, it is better for reading books. I returned for something more diverse and better.",resolution game good didnt even try watch netflix knew wouldnt show clearly also slow use internet assume would look work like android wrong everything amazon unfamiliar honestly well reading book return something diverse well,2.0
15310,"It is too heavy for its size! I purchased it to replace a larger Nook, and find that it weighs as much. Screen is attractive but it even with a good signal in public places, hanging on to Wifi is difficult. It is not efficient when downloading (buffering, buffering...) and I am still debating returning it for another tablet.",heavy size purchase replace large nook find weighs much screen attractive even good signal public place hang wifi difficult efficient download buffering buffering still debate return another tablet,2.0
28314,"Not sure what all the hype is about, this AI is remedial at best. It responds with the exact same answer to vastly different questions. Not intuitive at all. Save your money.",sure hype ai remedial best responds exact answer vastly different question intuitive save money,2.0
5923,"This tablet is easy to use but if you need to use play store, so I don't recommended because it doesn't have",tablet easy use need use play store dont recommend doesnt,2.0
3448,Should have been included with the e-reader.,include ereader,2.0
11390,Was unable to get to google docs on this one even though the sales person said we would be able to. My Granddaughter needed this for school & it did not allow you to get to google docs.,unable get google doc one even though sale person say would able granddaughter need school allow get google doc,2.0
28635,got this newer charger as it was indicated to charge faster than the one that came with my fire hdx 8.9 4th generation tablet. well i am currently using this new charger and am getting alerts on the fire tablet that i am hooked up to a low power charger it is plugged directly into the wall socket with the 5ft micro-usb cable i also just bought for it. this is not right. is it junk is it false advertising is the fire tablet wrong in its notification what is the deal amazon. i have been a loyal user but this is really not right.,get newer charger indicate charge faster one come fire hdx 89 4th generation tablet well currently use new charger get alert fire tablet hooked low power charger plug directly wall socket 5ft microusb cable also bought right junk false advertising fire tablet wrong notification deal amazon loyal user really right,2.0
12283,"everything started out great, but then about 9 days into owning the fire, could not locate wifi, doesn't work without wifi",everything start great 9 day own fire could locate wifi doesnt work without wifi,2.0
28573,"I really liked the idea of having a device I could talk to out of nowhere that would answer (although our cells phones can do similarly, but you have to turn them on and press buttons, etc.). It is also gratifying to be able to tell a device to play music and it does. I was quite disappointed in the ability of Alexa to answer any serious questions. Jeff needs to pay to send his programmers back to search school. So many times Alexa says a phrase similar to I don't understand the question So basically I paid for a radio. I paid extra for the larger one, but the output is still no different than a clock radio. Come on Amazon!!!",really like idea device could talk nowhere would answer although cell phone similarly turn press button etc also gratify able tell device play music quite disappointed ability alexa answer serious question jeff need pay send programmer back search school many time alexa say phrase similar dont understand question basically paid radio paid extra large one output still different clock radio come amazon,2.0
31660,"Probably a fine item for most but i bought it for a specific application, the best buy employee said it would work but unfortunately it didn't.",probably fine item bought specific application best buy employee say would work unfortunately didnt,2.0
10847,Has tons of free games for the kids not so good for the average tablet user as its not that powerful but I guess that's only my opinion,ton free game kid good average tablet user powerful guess thats opinion,2.0
14168,Decent product. Not so much if you're used to android software. You can't get your photos saved in google. More than half of my music collection vanished once the memory card was inserted. Basicly have to hack the thing to get any apps outside of amazon and then reliability is poor. Exchanged it for am android tablet,decent product much youre use android software cant get photo save google half music collection vanished memory card insert basicly hack thing get apps outside amazon reliability poor exchange android tablet,2.0
3906,this was just ok... wish the camera quality was better.,ok wish camera quality well,2.0
12006,Too slow for me. You tube don't work sometimes. Able to download some books from amazon prime.,slow tube dont work sometimes able download book amazon prime,2.0
16087,"Not sure why, but it kept freezing and ended up having to return it. Very disappointing",sure kept freeze end return disappoint,2.0
26806,It's a nice idea if you have a need for such a gadget. My opinion was it wasn't worth the money. Computers and smart phones do mostly the same thing so why have an additional gadget. It might be more worthwhile for someone that wants to use it for running smart gadgets around the house. Not for me so I returned it.,nice idea need gadget opinion wasnt worth money computer smart phone mostly thing additional gadget might worthwhile someone want use run smart gadget around house return,2.0
15742,"Can't really give a full review since the Kindle Fire seemed to work properly, however, the security, Webroot Anywhere, that was included was impossible to install. I tried calling Geek Squad 4 times for support and was disconnected EVERY time. I finally went to store for instructions which they printed off but still would not download. I've ended up buying an iPad which is fantastic and would not buy again from BestBuy.",cant really give full review since kindle fire seem work properly however security webroot anywhere include impossible install try call geek squad 4 time support disconnect every time finally go store instruction print still would download ive end buying ipad fantastic would buy bestbuy,2.0
21867,Poor response. Very sluggish. Even the Amazon app is slow. Not so on my Apple or Droid tablets. I've yet to load any apps.,poor response sluggish even amazon app slow apple droid tablet ive yet load apps,2.0
34384,"Pros:- Amazon Prime works on it.- You can still sideload apps, like Kodi.Cons:- Not a good upgrade over the original Fire TV, is worse in some aspects.- Remote buttons are hard to press (compared to original Fire TV)- Remote loses connection frequently and takes several button presses or removing of the remote batteries to fix- Interface isn't as snappy as the original Fire TV- Same interface as the original Fire TV: There's still no good way to sort your apps or locate the Prime content that you want.- Voice search seems about the same as the original Fire TV. Alexa adds nothing significant. You still can't use it to search in 3rd party apps, like Youtube.- As for video decoding in Kodi, performance isn't much better than the original Fire TV. You will be able to play HEVC content at 1080p with no problem, but 1080p .264 hi10p (software-decoded) does not play well. There's simply not enough power. 4k decoding is hit-and miss. It needs to be specifically coded for this Fire TV (low bitrate, low fps) to work properly.- Overall system performance is bad. When sitting idle, the CPUs spike up to 60% usage and memory is at 60% usage. The OS is not well-optimized.I'm not confident that Amazon can fix these issues in a timely manner and their competitors are releasing their media players soon, so I'll likely return this while I still can.",pro amazon prime work still sideload apps like kodicons good upgrade original fire tv bad aspect remote button hard press compare original fire tv remote loses connection frequently take several button press remove remote battery fix interface isnt snappy original fire tv interface original fire tv there still good way sort apps locate prime content want voice search seem original fire tv alexa add nothing significant still cant use search 3rd party apps like youtube video decode kodi performance isnt much well original fire tv able play hevc content 1080p problem 1080p 264 hi10p softwaredecoded play well there simply enough power 4k decode hitand miss need specifically cod fire tv low bitrate low fps work properly overall system performance bad sit idle cpu spike 60 usage memory 60 usage o welloptimizedim confident amazon fix issue timely manner competitor release medium player soon ill likely return still,2.0
26896,"I received this as a Christmas gift. I was excited about this new product and downloaded the Alexa App. I am not an Amazon Prime member and I did not joined the free trial. I asked questions to my Alexa and it usually did not provide any answers, or couldn't understand my questions despite giving simple commands. The device looks good and the LED light on top that turns on when you speak to it is great. Sound is good for music. However, I did not feel that it was a good assistant. I did not like that you have to download skills to make Alexa have more function. You always had to speak Alexa, and then ask the skill you downloaded. It then gets to a point that you don't even remember what skills you downloaded so you always had to look at your phone or mobile device to see what you had. I exchanged it for the Google Home and it has been a better device. It plays music from Google Music and not only music that you have purchased. It answer a lot of questions and gives you great news briefing instead of downloading the particular skills. It also provides more answers to questions and I was surprise by the detail of the answer at time. I highly recommend to Google Home device. I have not tested it with chromecast, Smart TV, or with Smart home appliances such as Nest, etc.",receive christmas gift excite new product download alexa app amazon prime member join free trial ask question alexa usually provide answer couldnt understand question despite give simple command device look good lead light top turn speak great sound good music however feel good assistant like download skill make alexa function always speak alexa ask skill download get point dont even remember skill download always look phone mobile device see exchange google home well device play music google music music purchase answer lot question give great news briefing instead download particular skill also provide answer question surprise detail answer time highly recommend google home device test chromecast smart tv smart home appliance nest etc,2.0
21569,I bought this thing refurbished. I find that I have to unplug / plug back in the HDMI cable on a regular basis when switching inputs on the TV. Not sure if it is the Amazon Fire box itself or if it is the TV (Not likely).Otherwise it is a good device. I bought it for the ability to hard wire my Ethernet connection to my gigabit switch and for 4K capabilities which it does do. Having the Alexa app is handy but her features can be severely handicapped.I probably should have just bought it new..... usually refurbished devices work well as they are tested before resale and it was probably tough to catch that the HDMI port on these might be finicky. I may have to switch it out.,bought thing refurbish find unplug plug back hdmi cable regular basis switch input tv sure amazon fire box tv likelyotherwise good device bought ability hard wire ethernet connection gigabit switch 4k capability alexa app handy feature severely handicappedi probably bought new usually refurbish device work well test resale probably tough catch hdmi port might finicky may switch,2.0
16756,"After owning the kids Samsung, this seems confusing to navigate. Also they have returned to using the Samaumg",own kid samsung seem confuse navigate also return use samaumg,2.0
11058,Slow with limited application. Battery doesn't last long and the download speed is less than expected.,slow limited application battery doesnt last long download speed less expect,2.0
21842,"My kids use it for playing games only. Memory is too limited. If you want to expand memory you have to buy special memory card from Amazon. Regular cards won't work. I'll like the app free time to help protect the kids from what they watch and play but it is difficult and time consuming to get updates for the games they play. Amazon does not have the best user friendly software for their tablets. They do what we get it for, entertain the kids for awhile.",kid use play game memory limited want expand memory buy special memory card amazon regular card wont work ill like app free time help protect kid watch play difficult time consume get update game play amazon best user friendly software tablet get entertain kid awhile,2.0
7913,"Worked good for a month, the kids loved it but then just went black and wouldn't come back on. Sending it back to get a new one with the warranty.",work good month kid love go black wouldnt come back send back get new one warranty,2.0
3270,"I ordered the Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders however, what I received is nothing like what is pictured. I received a charger cord that states LG Electronics and Verizon Accessory. I am not certain that these are the same item.",order amazon 5w usb official oem charger power adapter fire tablet kindle ereaders however receive nothing like picture receive charger cord state lg electronics verizon accessory certain item,2.0
8765,Didn't know that Amazon had control over everything. Should have bought any other tablet.,didnt know amazon control everything bought tablet,2.0
13524,"Not much need for this thing, good price, but makes one wonder if they were on sale because they really don't do much and it would make a good gift for a youngster just getting started with a tablet. Not impressed at all.",much need thing good price make one wonder sale really dont much would make good gift youngster get start tablet impressed,2.0
16697,"this item is not good ok ...no use for my kids ,,,",item good ok use kid,2.0
9948,I love dis tablet just wish the screen wasn't crack!,love dis tablet wish screen wasnt crack,2.0
31092,"Bought the FireStick after daughter got one and loved it. Went to get a second and they were out of stock. Was told the FireTV had faster processor and could handle 4K...don't have 4K, and honestly it's not worth the extra money for the processor speed difference ...save money and buy the cheaper FireStick",bought firestick daughter get one love go get second stock told firetv faster processor could handle 4kdont 4k honestly worth extra money processor speed difference save money buy cheaper firestick,2.0
11618,Didn't like the return policy on this item. I couldn't purchase insurance on it in the store.,didnt like return policy item couldnt purchase insurance store,2.0
2183,I'm used to a n iPad so I wasnt impressed with the kindle. I found it hard to navigate,im use n ipad wasnt impressed kindle found hard navigate,2.0
10575,"The tablet was bought for a few family members, two of which have bought several Kindle books. But only the price is the only note worthy thing about it. If you buy it for 50 bucks, you have pay another 15 to remove the ads and since this is from Amazon, there is no Google Play to get more app selection.True, you can try to side load the Google Apps but the average tablet buyer won't do this. Also, the battery life is poor compared to tablets like the iPad Mini or other decent Android slates. I'd recommend a Samsung tablet or an iPad before I would recommend this, unless you have a very specific use for it and did not want to spend a lot of money.",tablet bought family member two bought several kindle book price note worthy thing buy 50 buck pay another 15 remove ad since amazon google play get app selectiontrue try side load google apps average tablet buyer wont also battery life poor compare tablet like ipad mini decent android slate id recommend samsung tablet ipad would recommend unless specific use want spend lot money,2.0
11857,"It is an ok tablet. As I am using it, I lose my page quite often and have to go back to find it again. Also, I lose internet connection or am unable to connect at all. For the money, I find it acceptable but not ideal.",ok tablet use lose page quite often go back find also lose internet connection unable connect money find acceptable ideal,2.0
20184,Don't buy this if u don't read books also very rarely read the book,dont buy u dont read book also rarely read book,2.0
3969,Pro's GPS accurate--easy to set-upCons small screen--does not count stairs adequately--would not push notification to my Samsung 7 edge,pro gps accurateeasy setupcons small screendoes count stair adequatelywould push notification samsung 7 edge,2.0
20000,"While reading might be a bit easier on the Paperwhite, navigating on it drove me nuts. The touch screen is annoying and has limited functionality. I tried to like it. I just couldn't. It's sitting unused while I use a less expensive Fire.",reading might bit easy paperwhite navigate drove nut touch screen annoy limited functionality try like couldnt sit unused use less expensive fire,2.0
16345,"Was looking for a tablet for my young daughter. This was on sale and had good reviews. After consulting with the sales associate with some questions, I decided to purchase item. Nice looking product, however, very little storage space.... after downloading a few apps... the storage was full and was required to buy more! Also, cannot play videos unless hooked up to wifi. Unlike the sales associate told me. Very disappointing!!! Would not recommend!",look tablet young daughter sale good review consult sale associate question decide purchase item nice look product however little storage space download apps storage full require buy also can not play video unless hooked wifi unlike sale associate told disappoint would recommend,2.0
32313,"Price was too high( so we found out). Customer service at Best Buy in North Myrtle Beach had very little patience with our questions, not enough questions answered. We later found out that this too is Best Buy policy.",price high found customer service best buy north myrtle beach little patience question enough question answer later found best buy policy,2.0
8560,Although a cheap tablet with amazon functionality it's a very slow one.,although cheap tablet amazon functionality slow one,2.0
28622,Crazy that you have to buy these separate for some kindle products that should come with one,crazy buy separate kindle product come one,2.0
12874,This is embarrassing. I purchased one game from amazon app store. The app crashed right away after I started it. I don't know how Amazon tested all these apps on their own device. But the experience is really bad.,embarrass purchase one game amazon app store app crashed right away start dont know amazon test apps device experience really bad,2.0
6830,"Very disappointed that in order to get to my books, I have to get through ads. Didn't have this on my first Kindle Fire.",disappointed order get book get ad didnt first kindle fire,2.0
31949,"We cut our cable in hopes to just use this product. However, we cannot view most things without logging into a cable source. So now it just collects dust. I guess if it was ""jail broken"" it might be better.",cut cable hope use product however can not view thing without log cable source collect dust guess jail broken might well,2.0
7321,I really just needed a cheap Christmas gift for one of my god children ..,really need cheap christmas gift one god child,2.0
869,This tablet could be so much better if the apps actually worked decently. The built in Amazon pieces for Prime members is great and work flawlessly. But it's not enough to overcome the terrible app behavior and countless freezes.  They need to take a lesson or two from Apple.,tablet could much well apps actually work decently built amazon piece prime member great work flawlessly enough overcome terrible app behavior countless freeze need take lesson two apple,2.0
15013,Bought it accidentally. Meant to get an 8 inch screen.,bought accidentally meant get 8 inch screen,2.0
7903,"When i opened this tablet there was a white line in the bottom corner of the screen. Everything worked fine but that line was bothering me. I returned it to the store and got a replacement but it had another white line. Other than that it was a good tablet, it is very affordable",open tablet white line bottom corner screen everything work fine line bother return store get replacement another white line good tablet affordable,2.0
28638,"Worked wonderful and fast the first couple of weeks and then just stopped working. I understand that sometimes things are just a defective piece so I logged into Amazon and attempted to exchange it,, but found out the window for exchanging it had closed. I would have attempted to return it sooner but I was out of state for several weeks visiting and helping my daughter who had just given birth to triplets, and so I'd decided I would just wait till I returned home to do it. By the time I got around to it, it was too late. So I totally wasted my money. If Amazon corrects this matter and send me a replacement, I will update my review.",work wonderful fast first couple week stop work understand sometimes thing defective piece log amazon attempt exchange found window exchange close would attempt return sooner state several week visit help daughter give birth triplet id decide would wait till return home time get around late totally waste money amazon corrects matter send replacement update review,2.0
26819,I had a hard time trying to work this it could not understand me most of the time everything seem to be hard to work for me.,hard time try work could understand time everything seem hard work,2.0
26137,"There were many questions unanswered, I think apple Siri is better.",many question unanswered think apple siri well,2.0
2868,Easy to carry in purse or pocket but doesn't do anything better than the cheapest Kindle reader.,easy carry purse pocket doesnt anything well cheapest kindle reader,2.0
3210,"This is a rip-off! I will use my apple USB plug instead, for free!",ripoff use apple usb plug instead free,2.0
